,property_id,property_type,price,city,province_name,latitude,longitude,baths,bedrooms,date_added,agency,agent,Total_Area,year,month,date
55075,15607878,House,4300000,Karachi,Sindh,24.826208,67.3546,2,2,2019-06-21,Dilawar Enterprises,Dilawar Khan,1089.004,2019,6,2019-06-01
55076,15607881,House,6000000,Karachi,Sindh,24.826208,67.3546,5,5,2019-06-21,Dilawar Enterprises,Dilawar Khan,13068.048,2019,6,2019-06-01
55077,15607883,House,7000000,Karachi,Sindh,24.826208,67.3546,5,5,2019-04-06,Dilawar Enterprises,Dilawar Khan,13068.048,2019,4,2019-04-01
55078,15607885,House,15000000,Karachi,Sindh,24.826208,67.3546,5,5,2019-04-06,Dilawar Enterprises,Dilawar Khan,2722.51,2019,4,2019-04-01
55079,15607889,House,8000000,Karachi,Sindh,24.826208,67.3546,8,7,2019-04-06,Dilawar Enterprises,Dilawar Khan,13068.048,2019,4,2019-04-01
55080,15608224,House,7000000,Karachi,Sindh,24.852173,67.289715,5,5,2019-07-04,Umar Usman Estate & Builders,Ali Nawaz Bijoro,8712.032,2019,7,2019-07-01
55081,15608231,House,7000000,Karachi,Sindh,24.852173,67.289715,5,5,2019-07-04,Umar Usman Estate & Builders,Ali Nawaz Bijoro,8712.032,2019,7,2019-07-01
55082,15608405,House,13000000,Karachi,Sindh,24.968775,67.052061,0,0,2019-04-06,Irfan Associates,Muhammad Irfan,13068.048,2019,4,2019-04-01
55083,15608434,Flat,3800000,Karachi,Sindh,25.036801,67.065561,2,2,2019-04-06,Ashabi Corporation,"Yasir, Ali, Syed Sohaib",13340.299,2019,4,2019-04-01
55084,15608442,Flat,3800000,Karachi,Sindh,25.036801,67.065561,2,2,2019-04-06,Ashabi Corporation,"Yasir, Ali, Syed Sohaib",13340.299,2019,4,2019-04-01
55085,15608611,Flat,4300000,Karachi,Sindh,24.972287,67.066298,0,0,2019-05-06,Anarkali Real Associates,"S. Jamal Akhtar, S. Adnan Akhtar, S. Imran Akhtar",11434.542,2019,5,2019-05-01
55086,15608870,House,18000000,Karachi,Sindh,24.913179,67.121959,0,3,2019-05-06,KATCH The Deal Associates,Sheikh Rashid (proprietor),13068.048,2019,5,2019-05-01
55088,15609890,Upper Portion,11500000,Karachi,Sindh,24.93591,67.152597,3,3,2019-05-06,Ajwa Estate & Marketing,Arsalan khan Jadoon,14429.302999999998,2019,5,2019-05-01
55090,15610308,Flat,6500000,Karachi,Sindh,24.911691,67.086039,2,2,2019-04-06,Safa Enterprise,"Abdul Basit Lakha, Aftab, Rizwan Lakhany",10345.538,2019,4,2019-04-01
55091,15610342,House,72500000,Karachi,Sindh,24.910435,67.090523,4,4,2019-04-06,Safa Enterprise,"Abdul Basit Lakha, Aftab, Rizwan Lakhany",59895.0,2019,4,2019-04-01
55092,15610347,House,37000000,Karachi,Sindh,24.91567,67.083628,6,6,2019-04-06,Safa Enterprise,"Abdul Basit Lakha, Aftab, Rizwan Lakhany",26136.096,2019,4,2019-04-01
55093,15610351,Flat,3500000,Karachi,Sindh,24.981857,67.060118,2,2,2019-06-14,Jamal Enterprises,Rashid Jamal,7895.278999999999,2019,6,2019-06-01
55094,15610964,House,9500000,Karachi,Sindh,25.004868,67.041096,3,3,2019-06-14,Jamal Enterprises,Rashid Jamal,17424.064,2019,6,2019-06-01
55095,15611038,Flat,4000000,Karachi,Sindh,25.016433,67.060102,2,2,2019-06-14,Jamal Enterprises,Rashid Jamal,10345.538,2019,6,2019-06-01
55097,15611655,Flat,23000000,Karachi,Sindh,24.83242,67.068866,3,3,2019-04-06,Karachi Real Estate,Junaid Dar,2178.008,2019,4,2019-04-01
55098,15611831,Flat,13000000,Karachi,Sindh,24.797098,67.050927,2,2,2019-05-06,Citi Assets,Manoj chouhan,11434.542,2019,5,2019-05-01
55100,15612000,House,45000000,Karachi,Sindh,24.909442,66.96604,0,0,2019-06-14,Jamal Enterprises,Muhammad Iqbal,26136.096,2019,6,2019-06-01
55101,15612152,House,2350000,Karachi,Sindh,24.909442,66.96604,0,0,2019-06-14,Jamal Enterprises,Muhammad Iqbal,8712.032,2019,6,2019-06-01
55102,15612521,House,14000000,Karachi,Sindh,25.058062,67.306626,3,3,2019-07-02,OK Estate & Builders,Shahzaib Motiwala,2178.008,2019,7,2019-07-01
55103,15612563,House,19900000,Karachi,Sindh,25.005301,67.30881,3,3,2019-07-02,OK Estate & Builders,Shahzaib Motiwala,2178.008,2019,7,2019-07-01
55105,15613136,Flat,7250000,Karachi,Sindh,25.051778,67.319934,0,2,2019-04-06,Tahir Awan Builders,Mr. Tahir Awan,13340.299,2019,4,2019-04-01
55106,15613454,House,52500000,Karachi,Sindh,24.782215,67.074537,4,4,2019-05-06,Citi Assets,Syed Abdullah Shah,13068.048,2019,5,2019-05-01
55109,15613508,House,13200000,Karachi,Sindh,25.067079,67.309986,3,3,2019-04-09,Investment Hub Real Estate & Builders,Investment Hub,2178.008,2019,4,2019-04-01
55110,15613509,House,8700000,Karachi,Sindh,25.062938,67.314471,3,3,2019-04-09,Investment Hub Real Estate & Builders,Investment Hub,1361.255,2019,4,2019-04-01
55112,15614174,Flat,14000000,Karachi,Sindh,24.813927,67.01261,3,3,2019-06-20,Hunza Estate,KASHIF  KHANUWALA,17424.064,2019,6,2019-06-01
55113,15614547,House,34000000,Karachi,Sindh,24.819653,67.077749,4,4,2019-04-06,Defence Estate,Noman Aslam,1089.004,2019,4,2019-04-01
55116,15615107,Flat,35000000,Karachi,Sindh,24.813927,67.01261,3,3,2019-04-06,Pacific Homes,Abdul Waheed Malik,27769.602,2019,4,2019-04-01
55117,15615136,House,13000000,Karachi,Sindh,24.910473,67.141957,0,2,2019-04-06,Becus Associates,Sikandar Ali,13068.048,2019,4,2019-04-01
55118,15615137,House,13500000,Karachi,Sindh,24.910473,67.141957,0,2,2019-04-06,Becus Associates,Sikandar Ali,13068.048,2019,4,2019-04-01
55119,15615138,House,14500000,Karachi,Sindh,24.910473,67.141957,0,2,2019-04-06,Becus Associates,Sikandar Ali,13068.048,2019,4,2019-04-01
55120,15602084,House,300000,Karachi,Sindh,24.805045,67.064323,0,0,2019-07-09,Foundation Estate,Salman Shah,5445.0,2019,7,2019-07-01
55121,15602191,Flat,26000,Karachi,Sindh,24.908308,67.07207,3,2,2019-04-19,AAJ REAL STATE,M. Hamza Panjwani,13884.801,2019,4,2019-04-01
55124,15602639,House,275000,Karachi,Sindh,24.805045,67.064323,6,6,2019-07-09,Foundation Estate,Salman Shah,5445.0,2019,7,2019-07-01
55125,15602661,Upper Portion,140000,Karachi,Sindh,24.821639,67.071691,4,3,2019-07-09,Foundation Estate,Salman Shah,5445.0,2019,7,2019-07-01
55126,15602717,House,350000,Karachi,Sindh,24.842983,67.065697,6,4,2019-04-19,Royal Corporation,Choudhry Shiraz Shahbaz Css,87120.0,2019,4,2019-04-01
55128,15602812,Lower Portion,165000,Karachi,Sindh,24.805045,67.064323,4,3,2019-06-17,Hayat Real Estate,Waqas Malik,5445.0,2019,6,2019-06-01
55129,15607639,House,350000,Karachi,Sindh,24.805045,67.064323,7,6,2019-07-11,Foundation Estate,Muhammad Rehan Siddiqui,5445.0,2019,7,2019-07-01
55130,15608249,House,180000,Karachi,Sindh,24.810265,67.043552,3,3,2019-07-11,Foundation Estate,Muhammad Rehan Siddiqui,5445.0,2019,7,2019-07-01
55131,15611157,Flat,40000,Karachi,Sindh,24.905628,67.074788,3,3,2019-05-18,Hamza Estate,Khalid Shafiq,15790.558,2019,5,2019-05-01
55132,15611166,Flat,40000,Karachi,Sindh,24.908304,67.080631,3,3,2019-05-18,Hamza Estate,Khalid Shafiq,16879.561999999998,2019,5,2019-05-01
55133,15613415,House,700000,Karachi,Sindh,24.871447,67.058573,8,11,2019-07-11,Ocean Blue,Ayesha,65340.0,2019,7,2019-07-01
55134,15613511,Upper Portion,110000,Karachi,Sindh,24.782215,67.074537,3,3,2019-04-19,Zamen Real Estate & Builders,Muhammad Saeed,5445.0,2019,4,2019-04-01
55135,15613663,Flat,40000,Karachi,Sindh,24.834337,67.055397,2,2,2019-07-09,VIP Estate,Vip Estate,11979.043999999998,2019,7,2019-07-01
55137,15613848,Flat,32000,Karachi,Sindh,24.80824,67.068222,2,2,2019-04-19,Saqib Associates,Saqib,11979.043999999998,2019,4,2019-04-01
55138,15613871,Flat,67000,Karachi,Sindh,24.937425,67.182856,3,3,2019-06-20,Falcon Askari Enterprises,ColGroup Captain,31581.116,2019,6,2019-06-01
55139,15613947,House,102000,Karachi,Sindh,24.951049,67.186459,5,5,2019-06-20,Falcon Askari Enterprises,Col Group Captain,46554.921,2019,6,2019-06-01
55140,15614845,Upper Portion,130000,Karachi,Sindh,24.810265,67.043552,3,3,2019-04-19,Zamen Real Estate & Builders,Muhammad Saeed,5445.0,2019,4,2019-04-01
55141,15615130,Upper Portion,150000,Karachi,Sindh,24.805045,67.064323,3,3,2019-04-19,Zamen Real Estate & Builders,Muhammad Saeed,87120.0,2019,4,2019-04-01
55142,15615205,Flat,6800000,Islamabad,Islamabad Capital,33.680863,73.251355,2,2,2019-05-04,Investment Estate,Zeeshan Shahid,14973.804999999998,2019,5,2019-05-01
55143,15616117,House,27500000,Islamabad,Islamabad Capital,33.695973,73.215615,5,5,2019-05-04,Investment Estate,Zeeshan Shahid,2722.51,2019,5,2019-05-01
55144,15616566,House,73000000,Islamabad,Islamabad Capital,33.691531,73.005431,6,6,2019-06-03,Accurate Property,Accurate property,5445.0,2019,6,2019-06-01
55145,15617571,Flat,17000000,Islamabad,Islamabad Capital,33.691531,73.005431,3,3,2019-04-05,BASE Group,Naveed Shaikhani,27769.602,2019,4,2019-04-01
55146,15617690,Flat,10000000,Islamabad,Islamabad Capital,33.679211,72.988787,2,2,2019-05-05,BASE Group,Naveed Shaikhani,14429.302999999998,2019,5,2019-05-01
55147,15618002,Flat,4500000,Islamabad,Islamabad Capital,33.679211,72.988787,1,1,2019-04-05,BASE Group,Naveed Shaikhani,5989.521999999999,2019,4,2019-04-01
55148,15618127,House,13500000,Islamabad,Islamabad Capital,33.562621,73.15959,8,6,2019-06-19,M J Enterprises,Tayyab Chaudhary,2178.008,2019,6,2019-06-01
55149,15618388,House,75000000,Islamabad,Islamabad Capital,33.705456,73.077321,5,5,2019-04-05,Eagle Eye Estate,Shehryar Yousaf,5445.0,2019,4,2019-04-01
55150,15619113,House,21000000,Islamabad,Islamabad Capital,33.67189026,73.01225281,4,4,2019-04-05,Pak Gulf Marketing  (I-8 Markaz),Shahzad,1361.255,2019,4,2019-04-01
55151,15619438,House,55000000,Islamabad,Islamabad Capital,33.527944,73.161392,6,5,2019-06-19,VIP Properties,Fahad Ali,5445.0,2019,6,2019-06-01
55152,15619653,Flat,17000000,Islamabad,Islamabad Capital,33.683532,72.99041,3,3,2019-06-12,Zain Real Estate,Mohsin zain,24230.339,2019,6,2019-06-01
55154,15620259,House,85000000,Islamabad,Islamabad Capital,33.713131,73.038383,4,4,2019-07-02,Shah Associates,Syed Wasiq Shah,59895.0,2019,7,2019-07-01
55155,15621071,Flat,9500000,Islamabad,Islamabad Capital,33.728873,73.119628,1,1,2019-04-05,Haseeb Enterprises,Aurangzeb Awan,544.502,2019,4,2019-04-01
55157,15621722,House,7500000,Islamabad,Islamabad Capital,33.718343,72.712998,3,3,2019-05-05,Mansa Real Estate,Mohammad,15246.056,2019,5,2019-05-01
55158,15621954,Flat,2600000,Islamabad,Islamabad Capital,33.631701,72.921395,2,2,2019-06-19,Al Shahzad Properties,Shahzad Mir,7895.278999999999,2019,6,2019-06-01
55159,15622189,Farm House,165000000,Islamabad,Islamabad Capital,33.713488,73.16268,5,5,2019-05-05,Tameer Construction & Property Advisor,Naseer Janjua,38115.0,2019,5,2019-05-01
55160,15622413,House,15000000,Islamabad,Islamabad Capital,33.637489,72.972193,4,4,2019-04-05,Property Lounge Consultants,Danish Kamal,1633.506,2019,4,2019-04-01
55163,15623475,House,40000000,Islamabad,Islamabad Capital,33.649315,72.968395,6,6,2019-06-27,S. S Enterprises,Qamar Malik,3811.514,2019,6,2019-06-01
55165,15623827,House,8500000,Islamabad,Islamabad Capital,33.619337,73.125315,7,8,2019-04-05,Abdullah Property,Muhammad Jamil,15246.056,2019,4,2019-04-01
55166,15624106,House,34500000,Islamabad,Islamabad Capital,33.540894,73.095732,6,5,2019-06-12,Javed Real Estate,Malik Arslan Javed,5445.0,2019,6,2019-06-01
55167,15624252,House,37000000,Islamabad,Islamabad Capital,33.540894,73.095732,6,7,2019-06-12,Javed Real Estate,Malik Arslan Javed,5445.0,2019,6,2019-06-01
55170,15626337,House,90000000,Islamabad,Islamabad Capital,33.704599,72.978702,0,0,2019-06-29,Alliance Enterprises,M. Manzoor Kasori,76230.0,2019,6,2019-06-01
55171,15615234,House,130000,Islamabad,Islamabad Capital,33.68946,73.031445,5,5,2019-04-05,ApniChat. Com,Sahab Hanif,38659.642,2019,4,2019-04-01
55172,15615411,Flat,100000,Islamabad,Islamabad Capital,33.707982,73.050476,2,1,2019-07-02,Noor Real Estate & Builders,Hassan,816.7529999999999,2019,7,2019-07-01
55182,15616361,House,500000,Islamabad,Islamabad Capital,33.713131,73.038383,10,11,2019-04-05,Al Sahar Estate,Nasir Mahmood,5445.0,2019,4,2019-04-01
55183,15616440,Farm House,680000,Islamabad,Islamabad Capital,33.658353,73.144054,7,6,2019-04-05,Xchange Estate Consultant,Rehan and Umar,119790.0,2019,4,2019-04-01
55188,15617181,Lower Portion,27000,Islamabad,Islamabad Capital,33.570792,73.145256,2,2,2019-07-02,Noor Real Estate & Builders,Hassan,2722.51,2019,7,2019-07-01
55195,15620825,House,650000,Islamabad,Islamabad Capital,33.713131,73.038383,5,4,2019-07-02,Shah Associates,Syed Wasiq Shah,65340.0,2019,7,2019-07-01
55196,15621526,Lower Portion,55000,Islamabad,Islamabad Capital,33.521004,73.099501,0,3,2019-04-05,Square Estate,Asif Baig,3267.012,2019,4,2019-04-01
55197,15621794,Lower Portion,45000,Islamabad,Islamabad Capital,33.695973,73.215615,3,3,2019-06-29,Bawany Real Estate & Builders,M Rabeet Bawany,2722.51,2019,6,2019-06-01
55198,15621918,Upper Portion,150000,Islamabad,Islamabad Capital,33.683532,72.99041,4,4,2019-05-05,New Beam Real Estate,Muhammad Irfan,70785.0,2019,5,2019-05-01
55200,15623618,House,50000,Islamabad,Islamabad Capital,33.508481,73.091826,4,3,2019-06-20,Asian Builders,Ahsan Abbasi,2994.7609999999995,2019,6,2019-06-01
55202,15624316,Lower Portion,62000,Islamabad,Islamabad Capital,33.698137,72.978215,4,3,2019-04-05,Universal Estate & Consultants  PVT (LTD),AHMED ABBAS,5445.0,2019,4,2019-04-01
55203,15624989,Flat,20000,Islamabad,Islamabad Capital,33.699958,72.970119,1,1,2019-04-05,N. A Estate & Builders,Zain Hussain,544.502,2019,4,2019-04-01
55204,15624998,Flat,30000,Islamabad,Islamabad Capital,33.699958,72.970119,2,2,2019-04-05,N. A Estate & Builders,Zain Hussain,8439.780999999999,2019,4,2019-04-01
55209,15616094,House,14500000,Rawalpindi,Punjab,33.485576,73.08393,5,4,2019-04-05,Javed Real Estate,Malik Adnan,1905.757,2019,4,2019-04-01
55210,15617090,House,23000000,Rawalpindi,Punjab,33.485576,73.08393,0,0,2019-04-05,The Builders,Muhammad Naveed,2722.51,2019,4,2019-04-01
55211,15617567,Flat,3400000,Rawalpindi,Punjab,33.550623,73.123112,2,2,2019-04-05,The Builders,Muhammad Naveed,7350.776999999999,2019,4,2019-04-01
55213,15621455,House,22000000,Rawalpindi,Punjab,33.495741,73.074703,5,5,2019-04-05,Saad Property Consultant,Zahid Amaan Marwat,2722.51,2019,4,2019-04-01
55214,15621460,House,25000000,Rawalpindi,Punjab,33.595783,73.076677,0,0,2019-06-20,Al Shahzad Properties,Shahzad Mir,47916.17599999999,2019,6,2019-06-01
55215,15621664,House,35000000,Rawalpindi,Punjab,33.595783,73.076677,0,0,2019-06-20,Al Shahzad Properties,Shahzad Mir,70785.0,2019,6,2019-06-01
55216,15621965,House,14500000,Rawalpindi,Punjab,33.485576,73.08393,5,5,2019-04-05,Levax Property Advisors & Builders,Danish Nazak,1905.757,2019,4,2019-04-01
55217,15622519,Flat,3500000,Rawalpindi,Punjab,33.524094,73.111854,1,2,2019-05-06,Green Earth Real Estate,Green Earth Real Estate,7350.776999999999,2019,5,2019-05-01
55218,15622547,House,11000000,Rawalpindi,Punjab,33.495991,73.100195,5,4,2019-05-05,Green Earth Real Estate,Green Earth Real Estate,1905.757,2019,5,2019-05-01
55220,15623688,House,24000000,Rawalpindi,Punjab,33.495741,73.074703,0,8,2019-05-05,Business Plans Real Estate,Mohammad Asim,2722.51,2019,5,2019-05-01
55221,15623748,House,6500000,Rawalpindi,Punjab,33.63239763,73.08073282,4,4,2019-04-05,Abdullah Property,Muhammad Jamil,11979.043999999998,2019,4,2019-04-01
55224,15626390,House,18000000,Rawalpindi,Punjab,33.60110553,73.01497109,6,6,2019-07-04,N. A Estate & Builders,Zain Hussain,5445.0,2019,7,2019-07-01
55225,15616065,House,80000,Faisalabad,Punjab,31.427601,73.13118,0,0,2019-04-17,Norani Property Deal and Developers,Mian Azhar Mian Faha,2722.51,2019,4,2019-04-01
55226,15616066,House,100000,Faisalabad,Punjab,31.427601,73.13118,0,0,2019-04-17,Norani Property Deal and Developers,Mian Azhar Mian Faha,5445.0,2019,4,2019-04-01
55227,15616105,Upper Portion,25000,Faisalabad,Punjab,31.41764,73.120401,0,0,2019-04-17,Awami Estate Agency,Musawar Zia,1361.255,2019,4,2019-04-01
55228,15619372,House,75000,Faisalabad,Punjab,31.441479,73.142581,0,0,2019-04-17,Makkah Property Deal,"Haji Ghulam Murtaza,Rana Abubakkar",5445.0,2019,4,2019-04-01
55229,15619430,House,30000,Faisalabad,Punjab,31.421522,73.139779,0,0,2019-04-17,Chanab Property Centre,Muhammad Ramzan,1361.255,2019,4,2019-04-01
55230,15622917,House,35000,Faisalabad,Punjab,31.41764,73.120401,0,0,2019-07-09,Al- Buraq Property Concern,Umar advocate,1361.255,2019,7,2019-07-01
55231,15624268,House,35000,Faisalabad,Punjab,31.421522,73.139779,0,0,2019-04-17,Pasha Estate,"S. A Pasha, Ahsan Pasha",1361.255,2019,4,2019-04-01
55232,15624334,House,55000,Faisalabad,Punjab,31.427601,73.13118,5,5,2019-04-17,Hafiz Estate,Abdull Rehman,2450.259,2019,4,2019-04-01
55233,15624356,House,80000,Faisalabad,Punjab,31.427601,73.13118,5,5,2019-04-17,Hafiz Estate,Abdull Rehman,3267.012,2019,4,2019-04-01
55234,15624433,House,35000,Faisalabad,Punjab,31.425441,73.145077,0,0,2019-04-18,Moosa Estate,"Ch Sabir Sarwar, Ahmad Raza",1361.255,2019,4,2019-04-01
55235,15624451,House,60000,Faisalabad,Punjab,31.37977,73.130573,5,5,2019-04-17,Hafiz Estate,Abdull Rehman,2722.51,2019,4,2019-04-01
55236,15624459,House,75000,Faisalabad,Punjab,31.421993,73.117657,5,5,2019-04-17,Hafiz Estate,Abdull Rehman,3267.012,2019,4,2019-04-01
55237,15624460,House,90000,Faisalabad,Punjab,31.458576,73.160355,7,6,2019-04-17,Hafiz Estate,Abdull Rehman,5445.0,2019,4,2019-04-01
55238,15624467,Lower Portion,30000,Faisalabad,Punjab,31.427272,73.135886,3,3,2019-04-17,Hafiz Estate,Abdull Rehman,2722.51,2019,4,2019-04-01
55239,15624470,House,50000,Faisalabad,Punjab,31.425441,73.145077,4,4,2019-04-17,Hafiz Estate,Abdull Rehman,2178.008,2019,4,2019-04-01
55240,15624478,Upper Portion,28000,Faisalabad,Punjab,31.427272,73.135886,3,3,2019-04-17,Hafiz Estate,Abdull Rehman,5445.0,2019,4,2019-04-01
55242,15621792,Upper Portion,50000,Rawalpindi,Punjab,33.509017,73.081219,0,3,2019-04-09,Square Estate,Salman Arshad,5445.0,2019,4,2019-04-01
55245,15623682,Upper Portion,30000,Rawalpindi,Punjab,33.508588,73.071785,3,3,2019-06-21,Asian Builders,Ahsan Abbasi,2722.51,2019,6,2019-06-01
55246,15624166,Lower Portion,38000,Rawalpindi,Punjab,33.549693,73.130536,2,2,2019-04-09,Khawaja Corporation,Khawaja Shoaib,2722.51,2019,4,2019-04-01
55249,15627224,House,36000000,Lahore,Punjab,31.40537,74.257078,5,5,2019-06-30,Town Deals,Qayum,5445.0,2019,6,2019-06-01
55250,15627637,House,12000000,Lahore,Punjab,31.37414,74.18016,0,0,2019-06-11,Bahria Property Adviser,abbas,1361.255,2019,6,2019-06-01
55251,15627796,House,10000000,Lahore,Punjab,31.417823,74.282076,4,3,2019-04-04,Gulzar Associates,Muhammad usman,1361.255,2019,4,2019-04-01
55252,15627999,House,14000000,Lahore,Punjab,31.421266,74.283972,6,6,2019-04-04,Gulzar Associates,Muhammad usman,2178.008,2019,4,2019-04-01
55253,15628277,House,6200000,Lahore,Punjab,31.421266,74.283972,2,2,2019-04-04,Gulzar Associates,Muhammad usman,1089.004,2019,4,2019-04-01
55254,15629084,House,13000000,Lahore,Punjab,31.44082,74.438589,4,3,2019-06-02,MA Real Estate Consultant & Builders,Waqas Muzaffar,1361.255,2019,6,2019-06-01
55256,15629935,House,11400000,Lahore,Punjab,31.383299,74.275303,4,3,2019-05-03,Best Home Real Estate,Shafqat Ch,1361.255,2019,5,2019-05-01
55257,15630097,House,10500000,Lahore,Punjab,31.385699,74.278343,4,3,2019-06-11,Best Home Real Estate,Shafqat Ch,1361.255,2019,6,2019-06-01
55258,15630154,House,44500000,Lahore,Punjab,31.443383,74.286325,6,5,2019-07-01,Future Estate & Marketing,M Waqas Abbas,5445.0,2019,7,2019-07-01
55259,15630274,House,4490000,Lahore,Punjab,31.485627,74.121572,3,3,2019-06-18,Property Master,Muhammad Akram Abdu,816.7529999999999,2019,6,2019-06-01
55260,15630329,Upper Portion,2490000,Lahore,Punjab,31.485627,74.121572,2,2,2019-06-18,Property Master,Muhammad Akram Abdu,816.7529999999999,2019,6,2019-06-01
55261,15630332,House,4490000,Lahore,Punjab,31.485627,74.121572,3,3,2019-05-03,Property Club,Zaheer Abbas,816.7529999999999,2019,5,2019-05-01
55262,15630333,Lower Portion,2490000,Lahore,Punjab,31.485627,74.121572,3,3,2019-05-03,Property Club,Zaheer Abbas,816.7529999999999,2019,5,2019-05-01
55263,15630336,Upper Portion,2290000,Lahore,Punjab,31.485627,74.121572,2,2,2019-05-03,Property Club,Zaheer Abbas,816.7529999999999,2019,5,2019-05-01
55264,15631096,House,51000000,Lahore,Punjab,31.462493,74.409342,6,5,2019-06-18,Leads Estates,Ilyas,5445.0,2019,6,2019-06-01
55265,15631563,House,5500000,Lahore,Punjab,31.532235,74.287357,2,2,2019-04-04,Al Madina Property Advisor,Muhammad Usman Qureshi,816.7529999999999,2019,4,2019-04-01
55267,15631823,House,7000000,Lahore,Punjab,31.572434,74.413002,0,3,2019-04-04,Shahzaib Estate And Builders,Shahid Sheikh,6806.275,2019,4,2019-04-01
55268,15631955,House,18500000,Lahore,Punjab,31.434522,74.266148,5,5,2019-04-04,ZF Estate & Builders,"Mubasher Iqbal, Faizan Ali",2722.51,2019,4,2019-04-01
55269,15631987,House,9500000,Lahore,Punjab,31.52771,74.292579,3,3,2019-04-04,Al Madina Property Advisor,Muhammad Usman Qureshi,816.7529999999999,2019,4,2019-04-01
55270,15632285,House,45000000,Lahore,Punjab,31.462493,74.409342,6,5,2019-06-18,Leads Estates,Ilyas,5445.0,2019,6,2019-06-01
55272,15635062,House,6000000,Lahore,Punjab,31.447703,74.409313,0,0,2019-06-25,Chaudhary Estate,Ch Awais Islam,816.7529999999999,2019,6,2019-06-01
55273,15635409,House,24000000,Lahore,Punjab,31.462347,74.293642,6,5,2019-07-01,Future Estate & Marketing,M Waqas Abbas,2722.51,2019,7,2019-07-01
